title,author,date,abstract,url
"What Students Are Saying About Improving School Lunch, ＆#Megxit＊ and Emoji Fun.",By The Learning Network,2020-01-16T21:57:17+0000,"Teenage comments in response to our recent writing prompts, and an invitation to join the ongoing conversation.",https://www.nytimes.com/2020/01/16/learning/what-students-are-saying-about-improving-school-lunch-megxit-and-emoji-fun.html
"Margaret Atwood: ＆Impatient Griselda,＊ a Short Story",By Margaret Atwood,2020-07-08T00:53:25+0000,"New fiction: ※Well met by moonlight, my lord,＊ Imp said when the Duke appeared in the shadows.§ From the magazine's Decameron Project.",https://www.nytimes.com/interactive/2020/07/07/magazine/margaret-atwood-short-story.html
The Hilaria Baldwin Story: ＆I＊m Living My Life＊,By Katherine Rosman,2020-12-30T10:00:40+0000,"Accused of a ※decade long grift where she impersonates a Spanish person,§ the entrepreneur and spouse of Alec Baldwin talks about Spain, Boston, her children, Instagram and more.",https://www.nytimes.com/2020/12/30/style/hilaria-baldwin-interview.html
"Once the Disease of Gluttonous Aristocrats, Gout Is Now Tormenting the Masses",By Ligaya Mishan,2020-11-13T13:00:08+0000,"It can be tempting to ascribe the affliction＊s prevalence to our current climate of indulgence, but that＊s not the full story.",https://www.nytimes.com/2020/11/13/t-magazine/gout-tormenting-masses.html
The Year of Telfar,By Vanessa Friedman,2020-12-21T10:00:33+0000,A queer Liberian-American designer became the success story of the pandemic. Now he wants to smash the old fashion system to bits.,https://www.nytimes.com/2020/12/21/style/telfar-clemens-designer.html
A Painter Who Wants Art to Shock,By Julia Felsenthal,2020-02-12T19:01:47+0000,"With a new exhibition, Lisa Yuskavage demonstrates her mastery of her medium and her unique talent for upending its conventions.",https://www.nytimes.com/2020/02/12/t-magazine/lisa-yuskavage.html
When Invasive Species Become the Meal,By Ligaya Mishan and Kyoko Hamada,2020-10-02T13:00:11+0000,Is dining on nature＊s predators an act of environmentalism 〞 or just a new way for humans to bend the world to our will?,https://www.nytimes.com/2020/10/02/t-magazine/eating-invasive-species.html
The Business of Burps: Scientists Smell Profit in Cow Emissions,By Adam Satariano,2020-05-01T09:00:47+0000,Cattle produce more methane than many large countries. A solution could be an ecological and financial breakthrough 〞 and a Swiss biotech company may be on the cusp.,https://www.nytimes.com/2020/05/01/business/cow-methane-climate-change.html
The Shaman of Instagram,By Jessica Bennett,2020-07-03T09:00:21+0000,"Durek Verrett, friend of Gwyneth Paltrow and consort of the Princess of Norway, wants to bring spiritual healing to the masses.",https://www.nytimes.com/2020/07/03/style/self-care/durek-verrett-instagram-shaman.html
"＆This Is Big: How the Founder of Weight Watchers Changed the World 〞 and Me,＊ By Marisa Meltzer: An Excerpt",NA,2020-04-14T09:01:00+0000,"An excerpt from ※This Is Big: How the Founder of Weight Watchers Changed the World 〞 and Me,§ By Marisa Meltzer",https://www.nytimes.com/2020/04/14/books/review/this-is-big-how-the-founder-of-weight-watchers-changed-the-world-and-me-by-marisa-meltzer-an-excerpt.html
How to Prepare Now for the Complete End of the World,By Nellie Bowles,2020-03-05T15:49:34+0000,Lynx Vilden teaches people how to live in the Stone Age.,https://www.nytimes.com/2020/03/05/style/rewilding-stone-age-bushcraft.html
"The Best of Paris Fashion Week, in Pictures",NA,2020-02-25T17:45:56+0000,"Our daily recaps and the most memorable moments from the runways, as captured by T＊s photographers.",https://www.nytimes.com/2020/02/25/t-magazine/paris-fashion-week-pictures.html
The Fashion Crews Reinventing the Way We Dress,NA,2020-04-13T04:40:50+0000,"As Balmain＊s Olivier Rousteing, Maria Cornejo, Telfar Clemens and Gucci＊s Alessandro Michele prove, making clothes is the ultimate act of collaboration.",https://www.nytimes.com/interactive/2020/04/13/t-magazine/maria-cornejo-olivier-rousteing-telfar-clemens-alessandro-michele.html
The Designer Changing How We Think About Fashion and Race in America,By M.H. Miller,2020-03-05T14:00:17+0000,"Kerby Jean-Raymond＊s political, narratively rich designs for Pyer Moss presaged today＊s gestures at activism on the runway. He still has much more to say.",https://www.nytimes.com/2020/03/05/t-magazine/pyer-moss-kerby-jean-raymond.html
Writing Rich Reading Responses: Participating in Our Summer Contest,By Katherine Schulten,2020-04-30T22:33:13+0000,"Four key elements that can make a short response sing, with work from previous teenage winners as inspiration.",https://www.nytimes.com/2020/04/30/learning/writing-rich-reading-responses-participating-in-our-summer-contest.html
People Are Dying. Whom Do We Save First With the Vaccine?,By Emily Bazelon,2020-12-24T10:00:28+0000,"With limited doses available, and a pandemic claiming more lives every day, a complex moral calculus has begun. Five thinkers weigh the choices ahead.",https://www.nytimes.com/2020/12/24/magazine/who-should-get-the-covid-vaccine-next.html
Out of Work in America,By The New York Times,2020-10-23T02:11:04+0000,We teamed up with local news organizations across the country to document the lives of a dozen Americans who found themselves out of work in the pandemic.,https://www.nytimes.com/interactive/2020/10/22/us/pandemic-unemployment-covid.html
The 50 Best TV Shows on Netflix Right Now,By Noel Murray,2020-09-04T22:45:47+0000,New shows come to the streaming giant all the time 〞 too many to ever watch them all. We＊re here to help.,https://www.nytimes.com/article/best-tv-shows-netflix.html
This American Mess,NA,2020-11-21T10:00:19+0000,"Thanksgiving is here. Unfortunately, America is all over the place.",https://www.nytimes.com/2020/11/21/style/thanksgiving-travel-coronavirus.html
The Best Books to Give This Year,NA,2020-11-26T00:30:41+0000,"What better way to spread joy than with books? We've rounded up 62 new titles, from thrillers to cookbooks to photography books and more, for every type of reader.",https://www.nytimes.com/interactive/2020/11/25/books/gifts-for-book-lovers.html
The Weirdly Enduring Appeal of Weird Al Yankovic,By Sam Anderson,2020-04-09T09:00:26+0000,"National economies collapse; species go extinct; political movements rise and fizzle. But 〞 somehow, for some reason 〞 Weird Al keeps rocking.",https://www.nytimes.com/2020/04/09/magazine/weird-al-yankovic.html
Swimming to Sanity in Melbourne＊s Lockdown,By Yan Zhuang,2020-10-23T04:44:44+0000,"As the city creeps out of one of the world＊s longest lockdowns, the reopening of outdoor pools grants a partial freedom.",https://www.nytimes.com/2020/10/23/world/australia/swimming-to-sanity-in-melbourne-lockdown.html
"＆Ethical Veganism＊ Is a Philosophical Belief, British Court Rules",By Elian Peltier,2020-01-03T18:17:25+0000,A judge said that ethical vegans were entitled to similar protection in the workplace as those holding religious beliefs.,https://www.nytimes.com/2020/01/03/world/europe/discrimination-against-vegans.html
Don＊t Fear Dying. Fear Violence.,By George Yancy,2020-07-29T09:00:18+0000,Why do millions of practitioners of the Jain religion strive to avoid harming even microscopic creatures?,https://www.nytimes.com/2020/07/29/opinion/jainism-nonviolence-death.html
Vegetarian Meatballs,Kay Chun,2020-02-07T00:00:00+0000,,https://cooking.nytimes.com/recipes/1020852-vegetarian-meatballs
Vegetarian Swedish Meatballs,Kay Chun,2020-01-28T00:00:00+0000,,https://cooking.nytimes.com/recipes/1020839-vegetarian-swedish-meatballs
Vegetarian Kofta Curry,Tejal Rao,2020-09-13T00:00:00+0000,,https://cooking.nytimes.com/recipes/1021415-vegetarian-kofta-curry
All Hail This Vegetarian Curry,NA,2020-01-18T15:30:00+0000,"Swedish almond cake, crispy Parmesan roast chicken, and more recipes.",https://www.nytimes.com/2020/01/18/admin/all-hail-this-vegetarian-curry.html
Dirt Candy Returns With a Vegetarian Muffuletta,By Florence Fabricant,2020-08-03T20:56:55+0000,The chef Amanda Cohen＊s vegetarian restaurant on the Lower East Side has reopened with a new menu.,https://www.nytimes.com/2020/08/03/dining/dirt-candy-vegetarian-muffuletta.html
77 Vegetarian Comfort Food Recipes,NA,2020-01-25T15:30:00+0000,"Shakshuka, Indian-ish nachos, and more recipes.",https://www.nytimes.com/2020/01/25/admin/77-vegetarian-comfort-food-recipes.html
A Highly Adaptable Vegetarian Skillet Chili,By Melissa Clark,2020-03-23T19:53:46+0000,"If you have beans and tomatoes, you＊re most of the way to this simple meal.",https://www.nytimes.com/2020/03/23/dining/vegetarian-skillet-chili.html
Vegetarian Mushroom Meatballs With Honey-Ginger Glaze,Kay Chun,2020-01-28T00:00:00+0000,,https://cooking.nytimes.com/recipes/1020837-vegetarian-mushroom-meatballs-with-honey-ginger-glaze
Jamie Oliver＊s Vegetarian Black Bean Burgers,The New York Times,2020-01-22T00:00:00+0000,,https://cooking.nytimes.com/recipes/1020827-jamie-olivers-vegetarian-black-bean-burgers
Would You Ever Consider Becoming Vegetarian?,By Shannon Doyne and Michael Gonchar,2020-02-18T13:04:50+0000,Or is meat so central to your culture and family traditions that you would have a hard time giving it up?,https://www.nytimes.com/2020/02/18/learning/would-you-ever-consider-becoming-vegetarian.html
How to Feed Your Baby or Toddler a Vegetarian Diet,By Ellen Lee,2020-04-17T23:11:51+0000,"With careful planning, vegetarian and vegan diets can be nutritious and safe for young children.",https://www.nytimes.com/article/vegetarian-baby-guide.html
A Vegetarian Chef＊s Flavor-Packed Quarantine Snack,By Kari Molvar,2020-11-03T18:31:24+0000,"Amy Chaplin, best known for her plant-based cookbooks, shares a recipe for onigiri, something she often makes for herself.",https://www.nytimes.com/2020/11/03/t-magazine/amy-chaplin-recipe-onigiri.html
One-Pot Vegetarian Spicy Red Beans Are #1,NA,2020-05-09T14:30:00+0000,"Punjabi-style beans, sheet-pan gnocchi and more recipes.",https://www.nytimes.com/2020/05/09/admin/one-pot-vegetarian-spicy-red-beans-are-1.html
The Mistakes That Will Haunt Our Legacy,By Nicholas Kristof,2020-07-11T18:30:04+0000,"As we topple statues, let＊s also search for our own moral blind spots.",https://www.nytimes.com/2020/07/11/opinion/sunday/animal-rights-cruelty.html
A Veggie Burger Unlike the Others,By David Tanis,2020-07-10T17:32:03+0000,"David Tanis set out to create an exceptional black bean burger, and a whole summer menu to go with it.",https://www.nytimes.com/2020/07/10/dining/black-bean-burger-recipe.html
Vegetarian Diet May Lower Stroke Risk,By Nicholas Bakalar,2020-03-02T10:00:07+0000,People who eat meat or fish were at higher risk of stroke than those who followed a vegetarian diet.,https://www.nytimes.com/2020/03/02/well/eat/vegetarian-diet-may-lower-stroke-risk.html
I Admire Vegetarians. It＊s a Choice I Won＊t Ever Make.,By Alicia P.Q. Wittmeyer,2020-02-15T15:45:07+0000,"What seems like a simple decision, to stop eating meat, can alienate us from our traditions.",https://www.nytimes.com/2020/02/15/opinion/sunday/vegetarian-vegan-meat.html
What if We Could Have Meat Without Murder?,By Andy Lamey,2020-07-02T09:00:14+0000,"We can, if we can agree that it doesn＊t need to come from the body of an animal.",https://www.nytimes.com/2020/07/02/opinion/lab-grown-meat.html
Plant-Based ＆Meats＊ Catch On in the Pandemic,By Amelia Nierenberg,2020-05-22T19:16:49+0000,"As the meat industry struggles to respond to the outbreak, makers of vegan substitutes are ramping up production to meet new interest from shoppers.",https://www.nytimes.com/2020/05/22/dining/plant-based-meats-coronavirus.html
The End of Meat Is Here,By Jonathan Safran Foer,2020-05-21T09:01:30+0000,"If you care about the working poor, about racial justice, and about climate change, you have to stop eating animals.",https://www.nytimes.com/2020/05/21/opinion/coronavirus-meat-vegetarianism.html
18 Great Chili Recipes for Chilly Days,NA,2020-02-22T15:30:00+0000,"Pierre Franey＊s turkey chili, a gumbo version from Sam Sifton, vegetarian options and more.",https://www.nytimes.com/2020/02/22/dining/18-great-chili-recipes.html
"Xiao Long Bao, With or Without Meat",NA,2020-02-06T15:41:22+0000,"At 3 Times, on the Lower East Side and near Union Square, the dumpling fillings include a vegetarian cabbage version.",https://www.nytimes.com/slideshow/2020/02/06/dining/three-times-nyc.html
Vegan Soups Ready to Reheat,By Florence Fabricant,2020-01-28T01:46:38+0000,"Good Stock, which has a cafe in the West Village, now sells its vegan and vegetarian soups online.",https://www.nytimes.com/2020/01/27/dining/good-stock-soups.html
Meatless Burgers Are on Trend. Eating to Save the World Has a Long History.,By Retro Report,2020-02-16T23:00:11+0000,"Plant-based meats may be high tech, but the ideas behind them have been around for decades.",https://www.nytimes.com/video/topics/100000006976755/meatless-burgers-are-on-trend-eating-to-save-the-world-has-a-long-history.html
Thanksgiving Main Dishes That Are Better Than Turkey,By The New York Times,2020-11-17T16:35:03+0000,"Maybe you don＊t like turkey, or it＊s too expensive, or just not worth the work. We＊ve got recipes to get excited about.",https://www.nytimes.com/article/thanksgiving-main-dish-not-turkey.html
This One-Pan Orzo With Feta Is #1,NA,2020-10-03T14:30:01+0000,The most popular recipes of the week.,https://www.nytimes.com/2020/10/03/dining/top-ten-dishes.html
Comfort Food Forever,NA,2020-10-31T14:30:01+0000,Hearty and consoling dishes.,https://www.nytimes.com/2020/10/31/dining/comfort-food-forever.html
"19 Creamy, Dreamy White Bean Recipes",NA,2020-01-11T15:30:00+0000,"Cheesy white bean-tomato bake, white bean stew and more recipes.",https://www.nytimes.com/2020/01/11/admin/19-creamy-dreamy-white-bean-recipes.html
Life＊s Best Dinners,By Julia Moskin,2020-01-17T17:30:01+0000,"Ingredients that need two kinds of cooking, vegetables that take ages to peel, hard to find spices: Learn to spot the slowdowns in advance.",https://www.nytimes.com/2020/01/17/dining/lifes-best-dinners.html
"What Students Are Saying About Vegetarianism, Parental Advice and How We Listen",By The Learning Network,2020-02-27T17:00:08+0000,"Teenage comments in response to our recent writing prompts, and an invitation to join the ongoing conversation.",https://www.nytimes.com/2020/02/27/learning/what-students-are-saying-about-vegetarianism-parental-advice-and-how-we-listen.html
Make Mushroom Bourguignon This Weekend,NA,2020-01-04T14:24:02+0000,"Also try vegan cacio e pepe, spicy white bean stew and more recipes.",https://www.nytimes.com/2020/01/04/admin/make-mushroom-bourguignon-this-weekend.html
Our 50 Most Popular Recipes of 2020,NA,2020-12-12T15:30:01+0000,Cook the recipes readers obsessed over.,https://www.nytimes.com/2020/12/12/admin/our-50-most-popular-recipes-of-2020.html
The Many Lives of Lentils,By David Tanis,2020-10-30T17:20:28+0000,"In stew, in pasta or in a bright, vegetarian loaf, there＊s much to be done with this trusty legume, David Tanis writes.",https://www.nytimes.com/2020/10/30/dining/lentil-recipes.html
"Our Best Valentine＊s Day Recipes: Lobster, Steak, Chocolate and More",By Margaux Laskey,2020-02-07T21:05:26+0000,Skip the wait and the crowds. Stay home and cook for the people you love.,https://www.nytimes.com/2020/02/07/dining/valentines-day-recipes.html
Comfort Food Recipes to Help You Feel Better,By The New York Times,2020-11-02T21:21:21+0000,Send in the carbs.,https://www.nytimes.com/2020/11/02/dining/comfort-food-recipes-election-day.html
"Lots of Flavor, Less Meat",By Emily Weinstein,2020-11-13T17:30:04+0000,Excellent recipes for a climate-friendly diet.,https://www.nytimes.com/2020/11/13/dining/climate-change-recipes.html
Low-Key Cooking,By Emily Weinstein,2020-07-31T16:30:05+0000,These recipes are simple and satisfying enough for those sweet and drowsy August days.,https://www.nytimes.com/2020/07/31/dining/low-key-cooking.html
"A Bright, Comforting One-Pot Stew With West African Roots",By Yewande Komolafe,2020-05-22T18:38:35+0000,"This brothy version of asaro is packed with yams, plantains and hearty greens.",https://www.nytimes.com/2020/05/22/dining/asaro-summer-recipe.html
"Pledging to Go Vegan, at Least for January",By Alyson Krueger,2020-01-18T10:00:10+0000,"Veganuary, a campaign that started in the United Kingdom, has made its way to these shores.",https://www.nytimes.com/2020/01/18/style/self-care/veganuary-vegan-january.html
NYT Cooking＊s 20 Most Popular Recipes of 2020,By Krysten Chambrot,2020-12-11T21:15:09+0000,"Caramelized shallot pasta, the perfect chocolate chip cookies, sour cream and onion chicken: These are the recipes that kept readers coming back for more.",https://www.nytimes.com/article/most-popular-recipes-2020.html
Thanksgiving Options for Pickup and Delivery,By Florence Fabricant,2020-11-17T16:34:36+0000,Don＊t want to cook the big meal yourself? These restaurants are offering traditional and nontraditional packages for home.,https://www.nytimes.com/2020/11/17/dining/thanksgiving-pickup-delivery.html
A New Company Vying for Your Dinner Plate,By Florence Fabricant,2020-02-10T23:06:41+0000,Ipsa Provisions serves uncommon frozen dinners like Moroccan chicken.,https://www.nytimes.com/2020/02/10/dining/ipsa-provisions.html
"If You Have Kimchi, You＊re Steps Away From This Soup",By Melissa Clark,2020-04-14T17:05:58+0000,This warming recipe is the perfect way to use up any jars of the condiment that may linger in your fridge.,https://www.nytimes.com/2020/04/14/dining/kimchi-soup-coronavirus.html
Recipes You Love,By Emily Weinstein,2020-10-09T16:30:03+0000,"You told us what you＊ve been cooking, and we listened.",https://www.nytimes.com/2020/10/09/dining/recipes-reader-favorites.html
Bringing Ethics to Your Plate,By The Learning Network,2020-06-17T19:48:42+0000,"This essay, by Alexa Troob, is one of the top three winners in the middle school category of our Seventh Annual Student Editorial Contest for which we received 1,242 entries.",https://www.nytimes.com/2020/06/17/learning/bringing-ethics-to-your-plate.html
"Corrections: Aug. 5, 2020",NA,2020-08-05T02:16:57+0000,"Corrections that appeared in print on Wednesday, Aug. 5, 2020.",https://www.nytimes.com/2020/08/04/pageoneplus/corrections-aug-5-2020.html
What to Cook This Weekend,By Sam Sifton,2020-09-11T14:30:01+0000,"Make Tejal Rao＊s latest, a vegetarian kofta, inspired by one of her favorite grandfather＊s specialties.",https://www.nytimes.com/2020/09/11/dining/what-to-cook-this-weekend.html
Stress-Free Stews,By Emily Weinstein,2020-11-20T17:30:03+0000,"Thanksgiving is coming up, but you still have to eat dinner. Here are some thoughts.",https://www.nytimes.com/2020/11/20/dining/stress-free-stews.html
Our Food Staff＊s 18 Favorite Holiday Recipes,By Alexa Weibel,2020-12-10T21:24:12+0000,Reporters and editors shared the NYT Cooking recipes that have become holiday traditions in their homes.,https://www.nytimes.com/2020/12/10/dining/holiday-recipes-staff-picks.html
Impossible Dumplings and Beyond Buns: Will China Buy Fake Meat?,By David Yaffe-Bellany,2020-01-07T10:00:22+0000,Impossible Foods and Beyond Meat want to expand to the Chinese market but face significant governmental and cultural hurdles.,https://www.nytimes.com/2020/01/07/business/fake-pork-china.html
Biryanis With Something Extra,By Florence Fabricant,2020-05-26T19:47:26+0000,The Biryani Bol from Rahi and Adda Indian Canteen come with a bread-sealed clay pot for diners to keep.,https://www.nytimes.com/2020/05/26/dining/biryani-bol-rahi-adda-indian-canteen.html
"Weekly Health Quiz: Better Masks, a Sleep Benefit and Another Coronavirus Vaccine",By Toby Bilanow,2020-11-27T10:00:02+0000,Test your knowledge of this week＊s health news.,https://www.nytimes.com/interactive/2020/11/27/well/live/27healthquiz-11272020.html
How to Cook With Plant-Based Meats,By J. Kenji L車pez-Alt,2020-03-03T17:39:04+0000,"You may have tried restaurant versions, but making them at home is another matter. J. Kenji L車pez-Alt has tested them and offers practical advice.",https://www.nytimes.com/2020/03/03/dining/impossible-beyond-meat.html
Bottomless Brunch Means Bottomless Khao Tom at Noods n＊ Chill,By Marian Bull,2020-02-20T16:40:40+0000,"From the team behind Plant Love House in Brooklyn, this Williamsburg restaurant focuses on porridge for brunch.",https://www.nytimes.com/2020/02/20/dining/noods-n-chill-review-thai.html
The Perfect Moment for Vegan Tacos,By Tejal Rao,2020-09-15T14:57:21+0000,"Hibiscus asada, vegetable trompos and nutty chorizos 〞 thanks to creative cooks in Los Angeles, meatless tacos are thriving in the pandemic era.",https://www.nytimes.com/2020/09/15/dining/vegan-tacos.html
A Rich (Very Rich) History of the Jewish Dairy Restaurant,By Julia Moskin,2020-04-06T17:33:17+0000,"In a new book, the writer and illustrator Ben Katchor celebrates the places that have fed New York＊s craving for blintzes, matzo brei and other delicacies.",https://www.nytimes.com/2020/04/06/dining/kosher-dairy-restaurant-book-ben-katchor.html
"Late Night Checks in With Trump＊s ＆Eat, Pray, Love Himself＊ Tour",By Trish Bendix,2020-02-25T07:42:08+0000,Trevor Noah joked Monday that Trump＊s two-day visit to India was ※partly to negotiate a trade deal and partly to get his copy of the Kama Sutra signed.§,https://www.nytimes.com/2020/02/25/arts/television/late-night-trump-india-modi.html
24 Brilliant Recipes for Everyone Who Hates Doing the Dishes,By Sam Sifton,2020-02-11T19:06:44+0000,,https://www.nytimes.com/interactive/2020/dining/one-pot-meals.html
How to Build a Pretty Macrobiotic Meal Like a Jewelry Designer,By Nick Marino,2020-02-20T19:52:21+0000,"Anna Sheffield has been eating dragon bowls since she was a teenager, but her latest version relies on an array of bright, fresh vegetables.",https://www.nytimes.com/2020/02/20/t-magazine/anna-sheffield-jewelry-dragon-bowl.html
You Won＊t Want to Share This Roasted Cauliflower,By Melissa Clark,2020-10-09T17:46:28+0000,"Olives, crispy Parmesan and pancetta bring out the vegetable＊s gentler, most irresistible side.",https://www.nytimes.com/2020/10/09/dining/roasted-cauliflower-recipe.html
"As Trump Visits India, a Trade Deal Remains Elusive",By Ana Swanson and Vindu Goel,2020-02-25T10:00:24+0000,"President Trump and Prime Minister Modi have plenty in common, but that doesn＊t include a desire to quickly lower trade barriers between the two countries.",https://www.nytimes.com/2020/02/25/business/economy/trump-india-trade-deal.html
15 East at Tocqueville Merges Two Union Square Restaurants,By Florence Fabricant,2020-10-06T16:21:47+0000,Per Se reopens; the chef behind the Awkward Scone shifts gears with a new cafe; and more restaurant news.,https://www.nytimes.com/2020/10/06/dining/nyc-restaurant-news.html
"Breads Bakery, Eli＊s Market and Others Offer Holiday Packages",By Florence Fabricant,2020-03-31T17:15:57+0000,Several vendors across the city are selling Passover and Easter menus for pickup and delivery.,https://www.nytimes.com/2020/03/31/dining/easter-passover-delivery.html
A Riff on Sesame Noodles for When You Tire of Peanut Butter Sandwiches,By Melissa Clark,2020-03-25T15:32:23+0000,"Excellent cold and at room temperature, make a batch of these nutty, creamy, crunchy noodles in advance, to eat whenever you like.",https://www.nytimes.com/2020/03/25/dining/cold-sesame-noodles-recipe.html
Cook the Season＊s Best,By Julia Moskin,2020-09-02T14:30:01+0000,"Make Jerrelle Guy＊s cherry-almond crisp, Ali Slagle＊s cantaloupe-avocado salad, and more recipes for right now.",https://www.nytimes.com/2020/09/02/dining/cook-the-seasons-best.html
Tired of Tuna? This Chickpea Salad Sandwich Is Just the Thing,By Melissa Clark,2020-08-19T16:36:17+0000,Let this simple dish remind you of those dependable school lunches in the best possible way.,https://www.nytimes.com/2020/08/19/dining/chickpea-salad-recipe.html
This Matzo Brei Leans Savory,By Melissa Clark,2020-04-09T15:08:03+0000,"Skip the maple syrup, but don＊t forget the golden fried onions.",https://www.nytimes.com/2020/04/09/dining/matzo-brei-coronavirus.html
Let This One-Bowl Poundcake Soothe You,By Melissa Clark,2020-04-03T17:17:08+0000,"Citrus-scented and speckled with cornmeal, this cake is excellent toasted and buttered for breakfast.",https://www.nytimes.com/2020/04/03/dining/pantry-poundcake-coronavirus.html
An Omelet With an Unexpected Creamy Filling: Tahini,By Melissa Clark,2020-03-26T17:16:00+0000,"Cheese is the typical omelet filling, but for a similar richness that＊s also dairy-free, try tahini.",https://www.nytimes.com/2020/03/26/dining/tahini-omelet-recipe.html
Our Best Easter Recipes,By Margaux Laskey,2020-04-07T01:59:57+0000,Here＊s what to cook when you＊ve had your fill of chocolate bunnies.,https://www.nytimes.com/article/easter-recipes.html
How to Cook Root Vegetables? Roast and Pair With Chickpeas and Yogurt,By Melissa Clark,2020-04-02T16:29:03+0000,Make a meal out of just about any root vegetable by rounding it out with a bit more protein and luscious creamy texture.,https://www.nytimes.com/2020/04/02/dining/pantry-recipe-coronavirus.html
A Dip for All Your Wilting Herbs,By Melissa Clark,2020-04-08T18:04:19+0000,"In a perfect world, this snack would have tarragon, mint and chives, but it also works just as well with parsley and cilantro, or even arugula.",https://www.nytimes.com/2020/04/08/dining/green-goddess-dip-coronavirus.html
Sardines and Celery: A Perfect Pairing,By Melissa Clark,2020-03-31T16:00:30+0000,"When you tire of sardines on toast, this crunchy salad is a great alternative for the tinned fish.",https://www.nytimes.com/2020/03/31/dining/celery-salad-coronavirus.html
"The Ultimate Pantry Snack: Smoky, Nutty Popcorn",By Melissa Clark,2020-03-24T16:07:34+0000,"Melissa Clark adapts Jessica Koslow＊s basic popcorn technique, adding nuts, spices and nutritional yeast, to an already extra crunchy batch.",https://www.nytimes.com/2020/03/24/dining/pantry-popcorn-recipe.html
This Shakshuka Is Great With Just About Any Cheese,By Melissa Clark,2020-04-01T17:08:13+0000,"Out of feta? You can top this saucy, eggy North African dish with mozzarella, Gouda, even Monterey Jack.",https://www.nytimes.com/2020/04/01/dining/shakshuka-recipe-coronavirus.html
Don＊t Toss This Food Scrap (It Could Be Vastly Improving Your Dishes),By Julia Sherman,2020-03-13T13:45:44+0000,Many seasoned cooks save their leftover Parmesan rinds to impart umami to brothy dishes. It＊s a smart move.,https://www.nytimes.com/2020/03/13/dining/parmesan-broth-recipe.html
Stella McCartney＊s A to Z Manifesto Maps Out Her Bold Vision for Fashion＊s Future,NA,2020-12-04T13:44:42+0000,The sustainable designer challenges the fashion industry＊s narrative with the help of artist friends. ,https://www.nytimes.com/paidpost/stella-mccartney/stella-mccartneys-a-to-z-manifesto-maps-out-her-bold-vision-for-fashions-future.html
The T List: Five Things We Recommend This Week,NA,2020-05-28T13:00:07+0000,"Summer knits, a colorful dragon-bowl recipe 〞 and more.",https://www.nytimes.com/2020/05/28/t-magazine/andy-sweet-camp-book-tlist.html
Our Best Passover Recipes,By Margaux Laskey,2020-04-07T01:50:36+0000,"Here are all of the recipes you need for your Passover feast, including brisket, schmaltzy roast chicken, multiple ways to matzo, and more.",https://www.nytimes.com/article/passover-recipes.html
Eating Meat: Let＊s Argue About It,NA,2020-05-31T16:34:59+0000,"Readers discuss going vegetarian, prosperity and consumption, and nutrition.",https://www.nytimes.com/2020/05/31/opinion/letters/meat-diet.html
"A Few Pantry Staples for a Buttery, Flaky Treat",By Melissa Clark,2020-03-27T15:37:18+0000,You don＊t need buttermilk on hand to make biscuits: Just about any soured milk works. Melissa Clark can teach you how.,https://www.nytimes.com/2020/03/27/dining/pantry-biscuits-coronavirus.html
Garlicky Braised Greens for When That Vegetable Craving Hits,By Melissa Clark,2020-04-07T16:53:32+0000,"This brothy, flavorful dish may be just what you＊re looking for after all those baking projects and beans.",https://www.nytimes.com/2020/04/07/dining/garlicky-braised-greens-coronavirus.html
Tomato Time,By Emily Weinstein,2020-09-04T16:30:04+0000,"Three recipes for those enamored with perfect summer tomatoes, and two for everyone else.",https://www.nytimes.com/2020/09/04/dining/tomato-time.html
Powerfully Flavored Pasta,By Emily Weinstein,2020-12-04T18:15:04+0000,Mark Bittman＊s puttanesca is as easy and satisfying as anything you＊ll make all month.,https://www.nytimes.com/2020/12/04/dining/weeknight-pasta.html
A Salad for When You＊re Out of Lettuce,By Melissa Clark,2020-04-13T16:29:59+0000,This starchy grain bowl makes use of those sturdy vegetables in your fridge.,https://www.nytimes.com/2020/04/13/dining/grain-salad-coronavirus.html
Dark Portrait of a Childhood Wins International Booker Prize,By Alex Marshall,2020-08-26T16:04:56+0000,"※The Discomfort of Evening,§ Marieke Lucas Rijneveld＊s debut novel, was a best seller in the Netherlands and left critics in Britain shaken but impressed.",https://www.nytimes.com/2020/08/26/books/international-booker-prize-2020-discomfort-of-evening.html
"When a Friend Is in Need, Show You Care With Food",NA,2020-01-27T00:00:00+0000,"Like it is with many cooks, food is my mom＊s love language. As a kid, I watched her make meals for people as they celebrated births, pushed through cancer, moved, or mourned, packing a pop-up basket with aluminum pans and zip-top bags. The dishes inside were always carefully calibrated to the recipient. Sometimes it was...",https://www.nytimes.com/wirecutter/blog/when-a-friend-is-in-need-show-you-care-with-food/
"Coconut Macaroons, Two Easy Ways",By Melissa Clark,2020-04-10T16:27:09+0000,"Make a candylike version with all coconut and an egg white, or use a whole egg and almond flour for a more cakelike result.",https://www.nytimes.com/2020/04/10/dining/coconut-macaroons-coronavirus.html
What to Cook This Week,By Sam Sifton,2020-03-01T15:30:00+0000,Dawn Perry makes the case for boneless chicken breasts in three recipes. Make one 〞 or all three 〞 in the days to come.,https://www.nytimes.com/2020/03/01/dining/what-to-cook-this-week.html
The Naked Chefs,By Sam Sifton,2020-02-05T15:30:00+0000,"Put everything on hold and read Priya Krishna＊s latest, about the joy some in the world get from cooking naked.",https://www.nytimes.com/2020/02/05/dining/the-naked-chefs.html
